latitude_bin,longitude_bin,updated_type,updated_subtype,alert_count
41.88,-87.76,Traffic Jam,Moderate,1
41.88,-87.76,Traffic Jam,Standstill,54
41.88,-87.76,Traffic Jam,Unclassified,43
41.88,-87.75,Accident,Major,2
41.88,-87.75,Accident,Minor,1
41.88,-87.75,Accident,Unclassified,33
41.88,-87.75,Hazard,Road,160
41.88,-87.75,Hazard,Shoulder,34
41.88,-87.75,Hazard,Weather,5
41.88,-87.75,Road Closure,Unclassified,1
41.88,-87.75,Traffic Jam,Heavy,85
41.88,-87.75,Traffic Jam,Standstill,68
41.88,-87.75,Traffic Jam,Unclassified,43
41.88,-87.74,Accident,Minor,3
41.88,-87.74,Accident,Unclassified,9
41.88,-87.74,Hazard,Road,114
41.88,-87.74,Hazard,Shoulder,8
41.88,-87.74,Hazard,Unclassified,1
41.88,-87.74,Hazard,Weather,4
41.88,-87.74,Road Closure,Unclassified,6
41.88,-87.74,Traffic Jam,Heavy,95
41.88,-87.74,Traffic Jam,Moderate,3
41.88,-87.74,Traffic Jam,Standstill,61
41.88,-87.74,Traffic Jam,Unclassified,50
41.88,-87.73,Accident,Minor,1
41.88,-87.73,Accident,Unclassified,19
41.88,-87.73,Hazard,Road,79
41.88,-87.73,Hazard,Shoulder,4
41.88,-87.73,Hazard,Weather,4
41.88,-87.73,Road Closure,Unclassified,1
41.88,-87.73,Traffic Jam,Heavy,87
41.88,-87.73,Traffic Jam,Moderate,4
41.88,-87.73,Traffic Jam,Standstill,66
41.88,-87.73,Traffic Jam,Unclassified,53
41.88,-87.72,Accident,Major,2
41.88,-87.72,Accident,Minor,3
41.88,-87.72,Accident,Unclassified,23
41.88,-87.72,Hazard,Road,69
41.88,-87.72,Hazard,Shoulder,32
41.88,-87.72,Hazard,Weather,10
41.88,-87.72,Road Closure,Unclassified,7
41.88,-87.72,Traffic Jam,Heavy,125
41.88,-87.72,Traffic Jam,Moderate,2
41.88,-87.72,Traffic Jam,Standstill,79
41.88,-87.72,Traffic Jam,Unclassified,76
41.88,-87.71,Accident,Major,2
41.88,-87.71,Accident,Unclassified,11
41.88,-87.71,Hazard,Road,140
41.88,-87.71,Hazard,Shoulder,9
41.88,-87.71,Hazard,Weather,19
41.88,-87.71,Road Closure,Event,1
41.88,-87.71,Road Closure,Unclassified,3
41.88,-87.71,Traffic Jam,Heavy,46
41.88,-87.71,Traffic Jam,Moderate,1
41.88,-87.71,Traffic Jam,Standstill,28
41.88,-87.71,Traffic Jam,Unclassified,24
41.88,-87.7,Accident,Major,53
41.88,-87.7,Accident,Minor,10
41.88,-87.7,Accident,Unclassified,91
41.88,-87.7,Hazard,Road,524
41.88,-87.7,Hazard,Shoulder,1260
41.88,-87.7,Hazard,Unclassified,4
41.88,-87.7,Hazard,Weather,15
41.88,-87.7,Road Closure,Unclassified,5
41.88,-87.7,Traffic Jam,Heavy,438
41.88,-87.7,Traffic Jam,Moderate,11
41.88,-87.7,Traffic Jam,Standstill,279
41.88,-87.7,Traffic Jam,Unclassified,145
41.88,-87.69,Accident,Major,32
41.88,-87.69,Accident,Minor,12
41.88,-87.69,Accident,Unclassified,126
41.88,-87.69,Hazard,Road,636
41.88,-87.69,Hazard,Shoulder,1583
41.88,-87.69,Hazard,Unclassified,3
41.88,-87.69,Hazard,Weather,25
41.88,-87.69,Road Closure,Event,3
41.88,-87.69,Road Closure,Unclassified,12
41.88,-87.69,Traffic Jam,Heavy,684
41.88,-87.69,Traffic Jam,Moderate,18
41.88,-87.69,Traffic Jam,Standstill,512
41.88,-87.69,Traffic Jam,Unclassified,229
41.88,-87.68,Accident,Major,85
41.88,-87.68,Accident,Minor,10
41.88,-87.68,Accident,Unclassified,135
41.88,-87.68,Hazard,Road,1014
41.88,-87.68,Hazard,Shoulder,1910
41.88,-87.68,Hazard,Unclassified,4
41.88,-87.68,Hazard,Weather,18
41.88,-87.68,Road Closure,Construction,1
41.88,-87.68,Road Closure,Event,59
41.88,-87.68,Road Closure,Unclassified,245
41.88,-87.68,Traffic Jam,Heavy,556
41.88,-87.68,Traffic Jam,Moderate,14
41.88,-87.68,Traffic Jam,Standstill,502
41.88,-87.68,Traffic Jam,Unclassified,188
41.88,-87.67,Accident,Major,83
41.88,-87.67,Accident,Minor,19
41.88,-87.67,Accident,Unclassified,195
41.88,-87.67,Hazard,Road,2060
41.88,-87.67,Hazard,Shoulder,2033
41.88,-87.67,Hazard,Unclassified,4
41.88,-87.67,Hazard,Weather,46
41.88,-87.67,Road Closure,Event,93
41.88,-87.67,Road Closure,Unclassified,146
41.88,-87.67,Traffic Jam,Heavy,1067
41.88,-87.67,Traffic Jam,Moderate,33
41.88,-87.67,Traffic Jam,Standstill,976
41.88,-87.67,Traffic Jam,Unclassified,313
41.88,-87.66,Accident,Major,123
41.88,-87.66,Accident,Minor,13
41.88,-87.66,Accident,Unclassified,205
41.88,-87.66,Hazard,Road,697
41.88,-87.66,Hazard,Shoulder,2015
41.88,-87.66,Hazard,Unclassified,5
41.88,-87.66,Hazard,Weather,20
41.88,-87.66,Road Closure,Event,23
41.88,-87.66,Road Closure,Unclassified,63
41.88,-87.66,Traffic Jam,Heavy,645
41.88,-87.66,Traffic Jam,Moderate,23
41.88,-87.66,Traffic Jam,Standstill,566
41.88,-87.66,Traffic Jam,Unclassified,209
41.88,-87.65,Accident,Major,192
41.88,-87.65,Accident,Minor,56
41.88,-87.65,Accident,Unclassified,536
41.88,-87.65,Hazard,Road,1743
41.88,-87.65,Hazard,Shoulder,2826
41.88,-87.65,Hazard,Unclassified,19
41.88,-87.65,Hazard,Weather,73
41.88,-87.65,Road Closure,Construction,15
41.88,-87.65,Road Closure,Event,5002
41.88,-87.65,Road Closure,Unclassified,979
41.88,-87.65,Traffic Jam,Heavy,4214
41.88,-87.65,Traffic Jam,Moderate,60
41.88,-87.65,Traffic Jam,Standstill,4666
41.88,-87.65,Traffic Jam,Unclassified,944
41.88,-87.64,Accident,Major,32
41.88,-87.64,Accident,Minor,12
41.88,-87.64,Accident,Unclassified,132
41.88,-87.64,Hazard,Road,853
41.88,-87.64,Hazard,Shoulder,652
41.88,-87.64,Hazard,Unclassified,2
41.88,-87.64,Hazard,Weather,29
41.88,-87.64,Road Closure,Construction,1
41.88,-87.64,Road Closure,Event,49
41.88,-87.64,Road Closure,Unclassified,78
41.88,-87.64,Traffic Jam,Heavy,817
41.88,-87.64,Traffic Jam,Moderate,13
41.88,-87.64,Traffic Jam,Standstill,1035
41.88,-87.64,Traffic Jam,Unclassified,294
41.88,-87.63,Accident,Major,12
41.88,-87.63,Accident,Minor,6
41.88,-87.63,Accident,Unclassified,91
41.88,-87.63,Hazard,Road,735
41.88,-87.63,Hazard,Shoulder,242
41.88,-87.63,Hazard,Unclassified,24
41.88,-87.63,Hazard,Weather,27
41.88,-87.63,Road Closure,Event,61
41.88,-87.63,Road Closure,Unclassified,119
41.88,-87.63,Traffic Jam,Heavy,400
41.88,-87.63,Traffic Jam,Light,1
41.88,-87.63,Traffic Jam,Moderate,23
41.88,-87.63,Traffic Jam,Standstill,591
41.88,-87.63,Traffic Jam,Unclassified,274
41.88,-87.62,Accident,Major,16
41.88,-87.62,Accident,Minor,25
41.88,-87.62,Accident,Unclassified,236
41.88,-87.62,Hazard,Road,1355
41.88,-87.62,Hazard,Shoulder,732
41.88,-87.62,Hazard,Unclassified,10
41.88,-87.62,Hazard,Weather,21
41.88,-87.62,Road Closure,Event,291
41.88,-87.62,Road Closure,Unclassified,420
41.88,-87.62,Traffic Jam,Heavy,1053
41.88,-87.62,Traffic Jam,Light,1
41.88,-87.62,Traffic Jam,Moderate,50
41.88,-87.62,Traffic Jam,Standstill,1485
41.88,-87.62,Traffic Jam,Unclassified,484
41.88,-87.61,Accident,Major,1
41.88,-87.61,Accident,Minor,1
41.88,-87.61,Accident,Unclassified,17
41.88,-87.61,Hazard,Road,95
41.88,-87.61,Hazard,Shoulder,120
41.88,-87.61,Hazard,Weather,3
41.88,-87.61,Road Closure,Event,9
41.88,-87.61,Road Closure,Unclassified,3
41.88,-87.61,Traffic Jam,Heavy,91
41.88,-87.61,Traffic Jam,Moderate,2
41.88,-87.61,Traffic Jam,Standstill,154
41.88,-87.61,Traffic Jam,Unclassified,28
41.89,-87.78,Hazard,Road,2
41.89,-87.78,Road Closure,Unclassified,20
41.89,-87.77,Accident,Major,1
41.89,-87.77,Accident,Minor,1
41.89,-87.77,Accident,Unclassified,16
41.89,-87.77,Hazard,Road,57
41.89,-87.77,Hazard,Shoulder,5
41.89,-87.77,Hazard,Weather,1
41.89,-87.77,Road Closure,Unclassified,9
41.89,-87.77,Traffic Jam,Heavy,47
41.89,-87.77,Traffic Jam,Moderate,1
41.89,-87.77,Traffic Jam,Standstill,49
41.89,-87.77,Traffic Jam,Unclassified,27
41.89,-87.76,Accident,Minor,4
41.89,-87.76,Accident,Unclassified,12
41.89,-87.76,Hazard,Road,159
41.89,-87.76,Hazard,Shoulder,7
41.89,-87.76,Road Closure,Unclassified,12
41.89,-87.76,Traffic Jam,Heavy,80
41.89,-87.76,Traffic Jam,Moderate,4
41.89,-87.76,Traffic Jam,Standstill,60
41.89,-87.76,Traffic Jam,Unclassified,41
41.89,-87.75,Accident,Minor,4
41.89,-87.75,Accident,Unclassified,17
41.89,-87.75,Hazard,Road,160
41.89,-87.75,Hazard,Shoulder,26
41.89,-87.75,Hazard,Weather,4
41.89,-87.75,Road Closure,Unclassified,2
41.89,-87.75,Traffic Jam,Heavy,82
41.89,-87.75,Traffic Jam,Moderate,2
41.89,-87.75,Traffic Jam,Standstill,78
41.89,-87.75,Traffic Jam,Unclassified,36
41.89,-87.74,Accident,Major,1
41.89,-87.74,Accident,Minor,1
41.89,-87.74,Accident,Unclassified,10
41.89,-87.74,Hazard,Road,32
41.89,-87.74,Hazard,Shoulder,10
41.89,-87.74,Hazard,Weather,1
41.89,-87.74,Road Closure,Unclassified,4
41.89,-87.74,Traffic Jam,Heavy,13
41.89,-87.74,Traffic Jam,Standstill,29
41.89,-87.74,Traffic Jam,Unclassified,10
41.89,-87.73,Accident,Unclassified,8
41.89,-87.73,Hazard,Road,92
41.89,-87.73,Hazard,Shoulder,6
41.89,-87.73,Traffic Jam,Heavy,34
41.89,-87.73,Traffic Jam,Moderate,1
41.89,-87.73,Traffic Jam,Standstill,38
41.89,-87.73,Traffic Jam,Unclassified,16
41.89,-87.72,Accident,Major,1
41.89,-87.72,Accident,Unclassified,8
41.89,-87.72,Hazard,Road,111
41.89,-87.72,Hazard,Shoulder,4
41.89,-87.72,Hazard,Weather,2
41.89,-87.72,Road Closure,Unclassified,12
41.89,-87.72,Traffic Jam,Heavy,95
41.89,-87.72,Traffic Jam,Moderate,3
41.89,-87.72,Traffic Jam,Standstill,87
41.89,-87.72,Traffic Jam,Unclassified,52
41.89,-87.71,Accident,Unclassified,7
41.89,-87.71,Hazard,Road,110
41.89,-87.71,Hazard,Shoulder,4
41.89,-87.71,Hazard,Weather,1
41.89,-87.71,Road Closure,Unclassified,4
41.89,-87.71,Traffic Jam,Heavy,37
41.89,-87.71,Traffic Jam,Moderate,1
41.89,-87.71,Traffic Jam,Standstill,25
41.89,-87.71,Traffic Jam,Unclassified,24
41.89,-87.7,Accident,Major,1
41.89,-87.7,Accident,Minor,2
41.89,-87.7,Accident,Unclassified,27
41.89,-87.7,Hazard,Road,130
41.89,-87.7,Hazard,Shoulder,24
41.89,-87.7,Hazard,Weather,21
41.89,-87.7,Road Closure,Event,7
41.89,-87.7,Road Closure,Unclassified,6
41.89,-87.7,Traffic Jam,Heavy,153
41.89,-87.7,Traffic Jam,Moderate,7
41.89,-87.7,Traffic Jam,Standstill,145
41.89,-87.7,Traffic Jam,Unclassified,60
41.89,-87.69,Accident,Major,2
41.89,-87.69,Accident,Minor,2
41.89,-87.69,Accident,Unclassified,29
41.89,-87.69,Hazard,Road,278
41.89,-87.69,Hazard,Shoulder,27
41.89,-87.69,Hazard,Weather,16
41.89,-87.69,Road Closure,Construction,4
41.89,-87.69,Road Closure,Unclassified,174
41.89,-87.69,Traffic Jam,Heavy,236
41.89,-87.69,Traffic Jam,Moderate,7
41.89,-87.69,Traffic Jam,Standstill,193
41.89,-87.69,Traffic Jam,Unclassified,104
41.89,-87.68,Accident,Major,3
41.89,-87.68,Accident,Unclassified,18
41.89,-87.68,Hazard,Road,122
41.89,-87.68,Hazard,Shoulder,5
41.89,-87.68,Hazard,Weather,3
41.89,-87.68,Road Closure,Event,5
41.89,-87.68,Road Closure,Unclassified,44
41.89,-87.68,Traffic Jam,Heavy,185
41.89,-87.68,Traffic Jam,Moderate,4
41.89,-87.68,Traffic Jam,Standstill,178
41.89,-87.68,Traffic Jam,Unclassified,78
41.89,-87.67,Accident,Major,3
41.89,-87.67,Accident,Minor,3
41.89,-87.67,Accident,Unclassified,23
41.89,-87.67,Hazard,Road,286
41.89,-87.67,Hazard,Shoulder,11
41.89,-87.67,Hazard,Weather,4
41.89,-87.67,Road Closure,Construction,2
41.89,-87.67,Road Closure,Event,41
41.89,-87.67,Road Closure,Unclassified,73
41.89,-87.67,Traffic Jam,Heavy,330
41.89,-87.67,Traffic Jam,Moderate,7
41.89,-87.67,Traffic Jam,Standstill,274
41.89,-87.67,Traffic Jam,Unclassified,120
41.89,-87.66,Accident,Major,20
41.89,-87.66,Accident,Minor,6
41.89,-87.66,Accident,Unclassified,97
41.89,-87.66,Hazard,Road,445
41.89,-87.66,Hazard,Shoulder,560
41.89,-87.66,Hazard,Unclassified,7
41.89,-87.66,Hazard,Weather,11
41.89,-87.66,Road Closure,Construction,2
41.89,-87.66,Road Closure,Event,12
41.89,-87.66,Road Closure,Unclassified,151
41.89,-87.66,Traffic Jam,Heavy,950
41.89,-87.66,Traffic Jam,Moderate,12
41.89,-87.66,Traffic Jam,Standstill,1155
41.89,-87.66,Traffic Jam,Unclassified,311
41.89,-87.65,Accident,Major,145
41.89,-87.65,Accident,Minor,66
41.89,-87.65,Accident,Unclassified,452
41.89,-87.65,Hazard,Road,1534
41.89,-87.65,Hazard,Shoulder,2877
41.89,-87.65,Hazard,Unclassified,26
41.89,-87.65,Hazard,Weather,49
41.89,-87.65,Road Closure,Event,4964
41.89,-87.65,Road Closure,Hazard,1
41.89,-87.65,Road Closure,Unclassified,254
41.89,-87.65,Traffic Jam,Heavy,4194
41.89,-87.65,Traffic Jam,Moderate,70
41.89,-87.65,Traffic Jam,Standstill,4278
41.89,-87.65,Traffic Jam,Unclassified,1086
41.89,-87.64,Accident,Major,18
41.89,-87.64,Accident,Minor,12
41.89,-87.64,Accident,Unclassified,128
41.89,-87.64,Hazard,Road,788
41.89,-87.64,Hazard,Shoulder,351
41.89,-87.64,Hazard,Unclassified,7
41.89,-87.64,Hazard,Weather,14
41.89,-87.64,Road Closure,Event,21
41.89,-87.64,Road Closure,Unclassified,197
41.89,-87.64,Traffic Jam,Heavy,831
41.89,-87.64,Traffic Jam,Moderate,12
41.89,-87.64,Traffic Jam,Standstill,1398
41.89,-87.64,Traffic Jam,Unclassified,307
41.89,-87.63,Accident,Major,8
41.89,-87.63,Accident,Minor,4
41.89,-87.63,Accident,Unclassified,134
41.89,-87.63,Hazard,Road,779
41.89,-87.63,Hazard,Shoulder,110
41.89,-87.63,Hazard,Unclassified,4
41.89,-87.63,Hazard,Weather,28
41.89,-87.63,Road Closure,Event,39
41.89,-87.63,Road Closure,Unclassified,133
41.89,-87.63,Traffic Jam,Heavy,596
41.89,-87.63,Traffic Jam,Moderate,32
41.89,-87.63,Traffic Jam,Standstill,808
41.89,-87.63,Traffic Jam,Unclassified,365
41.89,-87.62,Accident,Major,9
41.89,-87.62,Accident,Minor,11
41.89,-87.62,Accident,Unclassified,147
41.89,-87.62,Hazard,Road,977
41.89,-87.62,Hazard,Shoulder,230
41.89,-87.62,Hazard,Unclassified,5
41.89,-87.62,Hazard,Weather,44
41.89,-87.62,Road Closure,Event,48
41.89,-87.62,Road Closure,Hazard,1
41.89,-87.62,Road Closure,Unclassified,127
41.89,-87.62,Traffic Jam,Heavy,476
41.89,-87.62,Traffic Jam,Moderate,9
41.89,-87.62,Traffic Jam,Standstill,909
41.89,-87.62,Traffic Jam,Unclassified,311
41.89,-87.61,Accident,Major,13
41.89,-87.61,Accident,Minor,17
41.89,-87.61,Accident,Unclassified,152
41.89,-87.61,Hazard,Road,835
41.89,-87.61,Hazard,Shoulder,816
41.89,-87.61,Hazard,Unclassified,1
41.89,-87.61,Hazard,Weather,46
41.89,-87.61,Road Closure,Construction,1
41.89,-87.61,Road Closure,Event,51
41.89,-87.61,Road Closure,Unclassified,139
41.89,-87.61,Traffic Jam,Heavy,968
41.89,-87.61,Traffic Jam,Moderate,13
41.89,-87.61,Traffic Jam,Standstill,1394
41.89,-87.61,Traffic Jam,Unclassified,250
41.89,-87.6,Accident,Unclassified,1
41.89,-87.6,Hazard,Road,6
41.89,-87.6,Hazard,Weather,2
41.89,-87.6,Traffic Jam,Standstill,5
41.89,-87.6,Traffic Jam,Unclassified,1
41.9,-87.78,Hazard,Road,1
41.9,-87.78,Traffic Jam,Unclassified,2
41.9,-87.77,Accident,Minor,2
41.9,-87.77,Accident,Unclassified,7
41.9,-87.77,Hazard,Road,50
41.9,-87.77,Hazard,Shoulder,2
41.9,-87.77,Hazard,Weather,2
41.9,-87.77,Road Closure,Unclassified,4
41.9,-87.77,Traffic Jam,Heavy,65
41.9,-87.77,Traffic Jam,Moderate,1
41.9,-87.77,Traffic Jam,Standstill,17
41.9,-87.77,Traffic Jam,Unclassified,31
41.9,-87.76,Accident,Minor,1
41.9,-87.76,Accident,Unclassified,14
41.9,-87.76,Hazard,Road,110
41.9,-87.76,Hazard,Shoulder,6
41.9,-87.76,Hazard,Weather,3
41.9,-87.76,Road Closure,Event,1
41.9,-87.76,Road Closure,Unclassified,16
41.9,-87.76,Traffic Jam,Heavy,61
41.9,-87.76,Traffic Jam,Moderate,3
41.9,-87.76,Traffic Jam,Standstill,19
41.9,-87.76,Traffic Jam,Unclassified,43
41.9,-87.75,Accident,Major,4
41.9,-87.75,Accident,Minor,1
41.9,-87.75,Accident,Unclassified,32
41.9,-87.75,Hazard,Road,278
41.9,-87.75,Hazard,Shoulder,22
41.9,-87.75,Hazard,Weather,3
41.9,-87.75,Road Closure,Unclassified,6
41.9,-87.75,Traffic Jam,Heavy,277
41.9,-87.75,Traffic Jam,Moderate,7
41.9,-87.75,Traffic Jam,Standstill,68
41.9,-87.75,Traffic Jam,Unclassified,98
41.9,-87.74,Accident,Minor,1
41.9,-87.74,Accident,Unclassified,10
41.9,-87.74,Hazard,Road,105
41.9,-87.74,Hazard,Shoulder,9
41.9,-87.74,Hazard,Weather,5
41.9,-87.74,Road Closure,Unclassified,2
41.9,-87.74,Traffic Jam,Heavy,60
41.9,-87.74,Traffic Jam,Moderate,5
41.9,-87.74,Traffic Jam,Standstill,30
41.9,-87.74,Traffic Jam,Unclassified,37
41.9,-87.73,Accident,Major,1
41.9,-87.73,Accident,Unclassified,14
41.9,-87.73,Hazard,Road,113
41.9,-87.73,Hazard,Shoulder,8
41.9,-87.73,Hazard,Unclassified,2
41.9,-87.73,Hazard,Weather,4
41.9,-87.73,Road Closure,Construction,1
41.9,-87.73,Road Closure,Unclassified,12
41.9,-87.73,Traffic Jam,Heavy,201
41.9,-87.73,Traffic Jam,Moderate,9
41.9,-87.73,Traffic Jam,Standstill,79
41.9,-87.73,Traffic Jam,Unclassified,66
41.9,-87.72,Accident,Major,3
41.9,-87.72,Accident,Minor,4
41.9,-87.72,Accident,Unclassified,28
41.9,-87.72,Hazard,Road,137
41.9,-87.72,Hazard,Shoulder,9
41.9,-87.72,Hazard,Weather,11
41.9,-87.72,Road Closure,Unclassified,10
41.9,-87.72,Traffic Jam,Heavy,228
41.9,-87.72,Traffic Jam,Moderate,7
41.9,-87.72,Traffic Jam,Standstill,58
41.9,-87.72,Traffic Jam,Unclassified,108
41.9,-87.71,Accident,Major,1
41.9,-87.71,Accident,Minor,2
41.9,-87.71,Accident,Unclassified,36
41.9,-87.71,Hazard,Road,103
41.9,-87.71,Hazard,Shoulder,17
41.9,-87.71,Hazard,Unclassified,1
41.9,-87.71,Hazard,Weather,5
41.9,-87.71,Road Closure,Event,2
41.9,-87.71,Road Closure,Unclassified,37
41.9,-87.71,Traffic Jam,Heavy,148
41.9,-87.71,Traffic Jam,Moderate,6
41.9,-87.71,Traffic Jam,Standstill,72
41.9,-87.71,Traffic Jam,Unclassified,72
41.9,-87.7,Accident,Minor,4
41.9,-87.7,Accident,Unclassified,27
41.9,-87.7,Hazard,Road,283
41.9,-87.7,Hazard,Shoulder,37
41.9,-87.7,Hazard,Weather,11
41.9,-87.7,Road Closure,Event,5
41.9,-87.7,Road Closure,Unclassified,49
41.9,-87.7,Traffic Jam,Heavy,316
41.9,-87.7,Traffic Jam,Moderate,9
41.9,-87.7,Traffic Jam,Standstill,125
41.9,-87.7,Traffic Jam,Unclassified,102
41.9,-87.69,Accident,Minor,1
41.9,-87.69,Accident,Unclassified,29
41.9,-87.69,Hazard,Road,213
41.9,-87.69,Hazard,Shoulder,14
41.9,-87.69,Hazard,Unclassified,2
41.9,-87.69,Hazard,Weather,7
41.9,-87.69,Road Closure,Unclassified,42
41.9,-87.69,Traffic Jam,Heavy,252
41.9,-87.69,Traffic Jam,Moderate,8
41.9,-87.69,Traffic Jam,Standstill,127
41.9,-87.69,Traffic Jam,Unclassified,105
41.9,-87.68,Accident,Major,1
41.9,-87.68,Accident,Unclassified,21
41.9,-87.68,Hazard,Road,180
41.9,-87.68,Hazard,Shoulder,16
41.9,-87.68,Hazard,Unclassified,1
41.9,-87.68,Hazard,Weather,14
41.9,-87.68,Road Closure,Unclassified,104
41.9,-87.68,Traffic Jam,Heavy,179
41.9,-87.68,Traffic Jam,Moderate,11
41.9,-87.68,Traffic Jam,Standstill,147
41.9,-87.68,Traffic Jam,Unclassified,86
41.9,-87.67,Accident,Major,5
41.9,-87.67,Accident,Minor,3
41.9,-87.67,Accident,Unclassified,43
41.9,-87.67,Hazard,Road,222
41.9,-87.67,Hazard,Shoulder,25
41.9,-87.67,Hazard,Weather,9
41.9,-87.67,Road Closure,Unclassified,42
41.9,-87.67,Traffic Jam,Heavy,324
41.9,-87.67,Traffic Jam,Moderate,17
41.9,-87.67,Traffic Jam,Standstill,281
41.9,-87.67,Traffic Jam,Unclassified,142
41.9,-87.66,Accident,Major,360
41.9,-87.66,Accident,Minor,47
41.9,-87.66,Accident,Unclassified,561
41.9,-87.66,Hazard,Road,1138
41.9,-87.66,Hazard,Shoulder,2460
41.9,-87.66,Hazard,Unclassified,24
41.9,-87.66,Hazard,Weather,45
41.9,-87.66,Road Closure,Construction,12
41.9,-87.66,Road Closure,Event,18
41.9,-87.66,Road Closure,Unclassified,585
41.9,-87.66,Traffic Jam,Heavy,4323
41.9,-87.66,Traffic Jam,Moderate,88
41.9,-87.66,Traffic Jam,Standstill,3563
41.9,-87.66,Traffic Jam,Unclassified,973
41.9,-87.65,Accident,Major,2
41.9,-87.65,Accident,Minor,1
41.9,-87.65,Accident,Unclassified,50
41.9,-87.65,Hazard,Road,244
41.9,-87.65,Hazard,Shoulder,41
41.9,-87.65,Hazard,Weather,11
41.9,-87.65,Road Closure,Event,9
41.9,-87.65,Road Closure,Unclassified,21
41.9,-87.65,Traffic Jam,Heavy,612
41.9,-87.65,Traffic Jam,Moderate,8
41.9,-87.65,Traffic Jam,Standstill,970
41.9,-87.65,Traffic Jam,Unclassified,218
41.9,-87.64,Accident,Major,5
41.9,-87.64,Accident,Minor,1
41.9,-87.64,Accident,Unclassified,46
41.9,-87.64,Hazard,Road,236
41.9,-87.64,Hazard,Shoulder,13
41.9,-87.64,Hazard,Unclassified,1
41.9,-87.64,Hazard,Weather,12
41.9,-87.64,Road Closure,Unclassified,28
41.9,-87.64,Traffic Jam,Heavy,326
41.9,-87.64,Traffic Jam,Moderate,8
41.9,-87.64,Traffic Jam,Standstill,535
41.9,-87.64,Traffic Jam,Unclassified,160
41.9,-87.63,Accident,Major,2
41.9,-87.63,Accident,Minor,8
41.9,-87.63,Accident,Unclassified,62
41.9,-87.63,Hazard,Road,454
41.9,-87.63,Hazard,Shoulder,42
41.9,-87.63,Hazard,Unclassified,1
41.9,-87.63,Hazard,Weather,14
41.9,-87.63,Road Closure,Event,22
41.9,-87.63,Road Closure,Unclassified,384
41.9,-87.63,Traffic Jam,Heavy,497
41.9,-87.63,Traffic Jam,Moderate,19
41.9,-87.63,Traffic Jam,Standstill,437
41.9,-87.63,Traffic Jam,Unclassified,261
41.9,-87.62,Accident,Major,30
41.9,-87.62,Accident,Minor,58
41.9,-87.62,Accident,Unclassified,437
41.9,-87.62,Hazard,Road,1109
41.9,-87.62,Hazard,Shoulder,1066
41.9,-87.62,Hazard,Unclassified,12
41.9,-87.62,Hazard,Weather,77
41.9,-87.62,Road Closure,Event,34
41.9,-87.62,Road Closure,Unclassified,122
41.9,-87.62,Traffic Jam,Heavy,1347
41.9,-87.62,Traffic Jam,Moderate,23
41.9,-87.62,Traffic Jam,Standstill,1823
41.9,-87.62,Traffic Jam,Unclassified,472
41.9,-87.61,Hazard,Weather,1
41.91,-87.81,Hazard,Road,1
41.91,-87.81,Traffic Jam,Unclassified,1
41.91,-87.8,Accident,Unclassified,1
41.91,-87.8,Hazard,Road,12
41.91,-87.8,Hazard,Shoulder,1
41.91,-87.8,Road Closure,Unclassified,2
41.91,-87.8,Traffic Jam,Heavy,2
41.91,-87.8,Traffic Jam,Standstill,2
41.91,-87.8,Traffic Jam,Unclassified,2
41.91,-87.79,Accident,Minor,1
41.91,-87.79,Accident,Unclassified,14
41.91,-87.79,Hazard,Road,79
41.91,-87.79,Hazard,Shoulder,4
41.91,-87.79,Road Closure,Unclassified,5
41.91,-87.79,Traffic Jam,Heavy,83
41.91,-87.79,Traffic Jam,Moderate,4
41.91,-87.79,Traffic Jam,Standstill,44
41.91,-87.79,Traffic Jam,Unclassified,42
41.91,-87.78,Accident,Major,1
41.91,-87.78,Accident,Unclassified,8
41.91,-87.78,Hazard,Road,67
41.91,-87.78,Hazard,Shoulder,2
41.91,-87.78,Hazard,Weather,4
41.91,-87.78,Road Closure,Unclassified,4
41.91,-87.78,Traffic Jam,Heavy,43
41.91,-87.78,Traffic Jam,Moderate,3
41.91,-87.78,Traffic Jam,Standstill,31
41.91,-87.78,Traffic Jam,Unclassified,21
41.91,-87.77,Accident,Major,1
41.91,-87.77,Accident,Minor,1
41.91,-87.77,Accident,Unclassified,23
41.91,-87.77,Hazard,Road,29
41.91,-87.77,Hazard,Shoulder,5
41.91,-87.77,Hazard,Unclassified,1
41.91,-87.77,Hazard,Weather,1
41.91,-87.77,Road Closure,Unclassified,1
41.91,-87.77,Traffic Jam,Heavy,110
41.91,-87.77,Traffic Jam,Moderate,8
41.91,-87.77,Traffic Jam,Standstill,25
41.91,-87.77,Traffic Jam,Unclassified,53
41.91,-87.76,Accident,Major,2
41.91,-87.76,Accident,Unclassified,13
41.91,-87.76,Hazard,Road,63
41.91,-87.76,Hazard,Shoulder,5
41.91,-87.76,Hazard,Unclassified,1
41.91,-87.76,Road Closure,Event,2
41.91,-87.76,Road Closure,Unclassified,18
41.91,-87.76,Traffic Jam,Heavy,84
41.91,-87.76,Traffic Jam,Moderate,3
41.91,-87.76,Traffic Jam,Standstill,30
41.91,-87.76,Traffic Jam,Unclassified,47
41.91,-87.75,Accident,Major,2
41.91,-87.75,Accident,Minor,2
41.91,-87.75,Accident,Unclassified,21
41.91,-87.75,Hazard,Road,104
41.91,-87.75,Hazard,Shoulder,16
41.91,-87.75,Hazard,Weather,6
41.91,-87.75,Road Closure,Unclassified,4
41.91,-87.75,Traffic Jam,Heavy,71
